Dist from origin [mm],mean of absValue [nT]
0,0.005310569561968264
5,0.009315115576855654
10,0.008247694558134113
15,0.007141966563499317
20,0.006573147282281286
25,0.0058509997996993015
30,0.005572840150101792
35,0.005432247635393445
40,0.005157970601740834
45,0.00513740531352684
50,0.005095006162542948
55,0.005098523283373925
60,0.005134241146599519
65,0.005195955435175994
70,0.004916439083183626
75,0.005031954128457752
80,0.004889744030511001
85,0.005027926565985959
90,0.004958889736337101
95,0.00504496194891801
100,0.005040116439966693
105,0.005076582485586037
110,0.005108670287925371
115,0.005160591330491382
120,0.005322377465257773
125,0.005300888964658235
130,0.005738545546976664
135,0.005867968294746805
140,0.006080352118193185
145,0.006682553813414372
150,0.007229746959470435
155,0.007984238776599454
160,0.009326573412801962
165,0.004506009816780857
170,0.0003287575690586187
