Dist from origin [mm],mean of absValue [nT]
0,0.004041452557898406
5,0.007453229629584492
10,0.006664876998324624
15,0.006428487145755754
20,0.0060155611726009734
25,0.005751279302163823
30,0.005840286434955822
35,0.005806955462199695
40,0.005663628879220905
45,0.005203261736593379
50,0.005286672571496274
55,0.005186178178005238
60,0.005405513447372776
65,0.005244265348819623
70,0.0054538600916114914
75,0.005574249804716489
80,0.005918598542724491
85,0.006176428515492601
90,0.006423000690643717
95,0.0064907844538791455
100,0.006787798574923759
105,0.003497656935337913
110,0.00041625742057600546
