Dist from origin [mm],mean of absValue [nT]
0,0.003761863383162756
5,0.007192784567039187
10,0.007519399121983778
15,0.007722239287416632
20,0.008143638432087015
25,0.008361452240488771
30,0.00821806296728567
35,0.008410788075316391
40,0.008708059809516477
45,0.008955288857038638
50,0.008893001876705373
55,0.008972262923336598
60,0.009166035426457666
65,0.009357167052761609
70,0.00929483369244522
75,0.009223991807313545
80,0.009244769280418239
85,0.009311425255954776
90,0.009287554241952373
95,0.009318526658456375
100,0.00930191521035071
105,0.00911976775904938
110,0.009027306613869003
115,0.008946028222441423
120,0.00883089526197558
125,0.008810126540759777
130,0.008817839620708277
135,0.00860096864838218
140,0.008441710239485
145,0.008230200284822535
150,0.00797495875643125
155,0.007575336631479746
160,0.0059499859830654716
165,0.0005673495770327831
170,0.00033858791815536836
