0.000000000000000000e+00,1.206329116339504459e+00
5.000000000000000000e+00,2.306533908066008554e+00
1.000000000000000000e+01,2.411270472719951652e+00
1.500000000000000000e+01,2.476315896384181592e+00
2.000000000000000000e+01,2.611447347486762549e+00
2.500000000000000000e+01,2.681294418539864388e+00
3.000000000000000000e+01,2.635313308218352635e+00
3.500000000000000000e+01,2.697115103123427282e+00
4.000000000000000000e+01,2.792442208843254114e+00
4.500000000000000000e+01,2.871721961469497320e+00
5.000000000000000000e+01,2.851748190417314532e+00
5.500000000000000000e+01,2.877165091193334412e+00
6.000000000000000000e+01,2.939302757730391402e+00
6.500000000000000000e+01,3.000593565603887125e+00
7.000000000000000000e+01,2.980604921729817391e+00
7.500000000000000000e+01,2.957887821190439137e+00
8.000000000000000000e+01,2.964550601897025572e+00
8.500000000000000000e+01,2.985925393025175456e+00
9.000000000000000000e+01,2.978270596373991275e+00
9.500000000000000000e+01,2.988202623145457260e+00
1.000000000000000000e+02,2.982875775391199191e+00
1.050000000000000000e+02,2.924465952494576637e+00
1.100000000000000000e+02,2.894816132657842545e+00
1.150000000000000000e+02,2.868752323284229799e+00
1.200000000000000000e+02,2.831832257797017860e+00
1.250000000000000000e+02,2.825172283587455535e+00
1.300000000000000000e+02,2.827645662328474252e+00
1.350000000000000000e+02,2.758100933623872653e+00
1.400000000000000000e+02,2.707031015313055899e+00
1.450000000000000000e+02,2.639205421792841122e+00
1.500000000000000000e+02,2.557356280546639216e+00
1.550000000000000000e+02,2.429208138054244959e+00
1.600000000000000000e+02,1.908001594451647298e+00
1.650000000000000000e+02,1.819338567638616178e-01
1.700000000000000000e+02,1.085761024548951709e-01
