Dist from origin [mm],mean of absValue [nT]
0,0.004509869663925735
5,0.00780252537147282
10,0.007871347751747538
15,0.00844280428217767
20,0.008568202641630504
25,0.00868962009336308
30,0.00897741764880238
35,0.009088926491074109
40,0.009216186945301522
45,0.009460168941274346
50,0.009453294857787032
55,0.009570669950632209
60,0.009663408520353729
65,0.009743512949695629
70,0.009799247392544825
75,0.00969680225027335
80,0.009629247302369956
85,0.009686145433850745
90,0.009607120712731345
95,0.009668928849459663
100,0.009692731039336216
105,0.009755026272156443
110,0.009560534446872026
115,0.009530991572921877
120,0.009342927582221293
125,0.009253029285380835
130,0.009250595988935394
135,0.009151650654983658
140,0.008958368164659994
145,0.008885136695324593
150,0.00865367284524981
155,0.00789745676132633
160,0.0062227936200949146
165,0.00036839025829430095
170,0.0001919097966183416
