Dist from origin [mm],mean of absValue [nT]
0,0.004562138883176593
5,0.007743096802200255
10,0.007501337276809811
15,0.007083525477970272
20,0.007148285226889134
25,0.006650572199637911
30,0.006577162996559085
35,0.0062769690918428244
40,0.006254353190332382
45,0.006429943018313667
50,0.006183861660048304
55,0.006198948468734266
60,0.00613478505477972
65,0.006422768313637241
70,0.00641245685280321
75,0.006514662628054327
80,0.0069674777972431635
85,0.006874981819649299
90,0.007654630660761181
95,0.007111761544512489
100,0.006296253890115735
105,0.0012378375483990366
110,0.00029627237984130873
