Dist from origin [mm],mean of absValue [nT]
0,0.011989915595510858
5,0.011282207636566633
10,0.01097381752895269
15,0.010722209330801785
20,0.01025583421055131
25,0.009561882411978787
30,0.009812164145458725
35,0.00978977984781798
40,0.008884538917880396
45,0.009082985078928246
50,0.009484883983833037
55,0.009175255768100245
60,0.009162206318738814
65,0.009091668985097027
70,0.008965437877151079
75,0.008889456317283403
80,0.008890555423544187
85,0.009092507979924013
90,0.009017083404827158
95,0.009096766786188782
100,0.009193053708915315
105,0.009453953904540765
110,0.009528139182334706
115,0.009764532536013466
120,0.010140974815760276
125,0.010040899367090258
130,0.01015939124561692
135,0.010862310825615928
140,0.011242146885552572
145,0.011257624304643436
150,0.011841128243490262
155,0.01198414655270628
160,0.004414187992884243
165,0.0003949164869438807
170,0.00027816304218797864
