Dist from origin [mm],mean of absValue [nT]
0,0.00663671598688348
5,0.01034243875420567
10,0.009458105629481713
15,0.00863153023372535
20,0.008170964689159283
25,0.007864168304232673
30,0.007198434243201442
35,0.00738143910042775
40,0.007355412845173312
45,0.0066743882461976255
50,0.006996389402332804
55,0.0070775634761551555
60,0.006960203939621091
65,0.006888020928872619
70,0.006790033416219879
75,0.006801373072507427
80,0.006656111975754154
85,0.006731629454876456
90,0.0069124824056575615
95,0.006988684103453913
100,0.0068611523367131015
105,0.006986977300815135
110,0.007129038385321063
115,0.007338225259702398
120,0.007409275959366003
125,0.0076281771131467445
130,0.007719908462198572
135,0.007934688310548582
140,0.008575761159160518
145,0.009122388530967534
150,0.009599206929265131
155,0.010255872821548584
160,0.010703973415663584
165,0.0022875814998792464
170,0.00023271629495401748
