Dist from origin [mm],mean of absValue [nT]
0,0.0036148716743659194
5,0.005860764876913759
10,0.0061432479551457595
15,0.006436081889843521
20,0.0068735019791937605
25,0.007391144440588963
30,0.007376767837751414
35,0.007409698607819743
40,0.007041064702309647
45,0.0073991051836606175
50,0.007503068422281296
55,0.007286785630933978
60,0.007368203413612478
65,0.007427426931531498
70,0.0072356371547993015
75,0.0072052174527427485
80,0.007048640630368682
85,0.006587770339885365
90,0.006331162196872878
95,0.0060396486954993655
100,0.003994564747965848
105,0.00024221087764204633
110,0.0002612498497191461
