0.000000000000000000e+00,1.297567831612008504e+00,3.690644618649605491e+01
5.000000000000000000e+00,2.691012131109241867e+00,7.301796194867461054e+01
1.000000000000000000e+01,2.860161084889356609e+00,7.598093734467127547e+01
1.500000000000000000e+01,2.995877826296160062e+00,7.813475951761846261e+01
2.000000000000000000e+01,3.084120946122967943e+00,7.953517619519929838e+01
2.500000000000000000e+01,3.078841285172602582e+00,7.945138807368483924e+01
3.000000000000000000e+01,3.053160491933009979e+00,7.904383436052492584e+01
3.500000000000000000e+01,3.101782408675910041e+00,7.981546327886262304e+01
4.000000000000000000e+01,3.052605464917116596e+00,7.903502609206059049e+01
4.500000000000000000e+01,3.015367390839892803e+00,7.844405854602315742e+01
5.000000000000000000e+01,3.034480235491058053e+00,7.874737903670884975e+01
5.500000000000000000e+01,2.965310248698103557e+00,7.764965262718233419e+01
6.000000000000000000e+01,2.933132425257245934e+00,7.713899116503921505e+01
6.500000000000000000e+01,2.881722121167344497e+00,7.632311059113945362e+01
7.000000000000000000e+01,3.025903418458597116e+00,7.861126510922768773e+01
7.500000000000000000e+01,2.897908811840055776e+00,7.657999307237308528e+01
8.000000000000000000e+01,2.917612873856432643e+00,7.689269617169662752e+01
8.500000000000000000e+01,2.981046426798350524e+00,7.789938548223346970e+01
9.000000000000000000e+01,3.036020880562233515e+00,7.877182904545901465e+01
9.500000000000000000e+01,2.976873411630337252e+00,7.783315980879226004e+01
1.000000000000000000e+02,2.901228426592417531e+00,7.663267529702102365e+01
1.050000000000000000e+02,3.112775747219087119e+00,7.998992735797013154e+01
1.100000000000000000e+02,3.040995764521281508e+00,7.885078036176507510e+01
1.150000000000000000e+02,3.151826510274325699e+00,8.041939752432173805e+01
1.200000000000000000e+02,3.172524452839871500e+00,8.064536199539797678e+01
1.250000000000000000e+02,3.215159041028981424e+00,8.111081415998857835e+01
1.300000000000000000e+02,3.226202922525835959e+00,8.123138289928054689e+01
1.350000000000000000e+02,3.181700369062255174e+00,8.074553770364842364e+01
1.400000000000000000e+02,3.160890865320602039e+00,8.051835529208985065e+01
1.450000000000000000e+02,3.232965769208277607e+00,8.130521454069747733e+01
1.500000000000000000e+02,3.190874078555955951e+00,8.084568932050535750e+01
1.550000000000000000e+02,2.973821853061732856e+00,7.778473163081673647e+01
1.600000000000000000e+02,2.416739399221933482e+00,6.770675998221959446e+01
1.650000000000000000e+02,1.363716342780826041e-01,4.854343923712026054e+00
1.700000000000000000e+02,1.328140664952621175e-01,4.727709921191265430e+00
