Dist from origin [mm],mean of absValue [nT]
0,0.011226153333341144
5,0.010759605358476948
10,0.009862870256614401
15,0.009397514860739907
20,0.00883589937487598
25,0.008441700350412466
30,0.007988995619039981
35,0.007417758043546247
40,0.007151560590307449
45,0.007182950710447701
50,0.006748878563019521
55,0.00679132901344875
60,0.006528005889389219
65,0.006675835824824475
70,0.006478359548871111
75,0.006515065908654826
80,0.006397084840862097
85,0.0062589900034014925
90,0.0064753725662172745
95,0.006543687328966898
100,0.006841772792049783
105,0.00699790652158715
110,0.007160502076936033
115,0.0073741453566291545
120,0.007429920113597978
125,0.007739909684354338
130,0.008174303524250076
135,0.00853895936210867
140,0.00900814179680575
145,0.009496714002705207
150,0.010397489844813463
155,0.01100007826528338
160,0.008591311672226553
165,0.00023846760095139457
170,0.0002743221889279798
