Dist from origin [mm],mean of absValue [nT]
0,0.0017353099734203116
5,0.00442779550064286
10,0.0045581637037991835
15,0.004757242180808741
20,0.004656422539568138
25,0.004907716678647234
30,0.004963291670877559
35,0.005015003408464675
40,0.004826233785765338
45,0.0048280359773070075
50,0.005021972353709894
55,0.005149782785538386
60,0.0051407013303033785
65,0.005190599521241008
70,0.00496875599498559
75,0.004985786243606605
80,0.005079079072624192
85,0.005070585083027734
90,0.005065564837530863
95,0.005241328699832313
100,0.005087061569823577
105,0.0038364950515368257
110,0.0001442526503573914
