Dist from origin [mm],mean of absValue [nT]
0,0.004794020374779302
5,0.0075672488339006945
10,0.007232318775196775
15,0.006834374149151327
20,0.006562896374588245
25,0.006148478296878782
30,0.005921792555061802
35,0.005891748032160839
40,0.005769557033234067
45,0.005549737673746634
50,0.005796501578791974
55,0.005793103578192853
60,0.00575455042804644
65,0.00592129901765663
70,0.005889446558241519
75,0.006234075619821463
80,0.006427900587967039
85,0.006541820208427869
90,0.007068549027192283
95,0.007536327957906641
100,0.007562816836604008
105,0.0015766484888722562
110,0.00020697691387523142
