Dist from origin [mm],mean of absValue [nT]
0,0.0035430959920613445
5,0.008016824364018035
10,0.007523115881401543
15,0.007212838525012113
20,0.007073418401490415
25,0.006811722376680002
30,0.006775156512148044
35,0.006583832397092968
40,0.006711397472200893
45,0.006520389410091902
50,0.006490466732943603
55,0.006425651530276011
60,0.006599477371653485
65,0.006431230156643812
70,0.0066909689918385916
75,0.006506417264511154
80,0.006939062716353484
85,0.007134881534303234
90,0.0070949690256860804
95,0.007130160961825577
100,0.007263558991536877
105,0.0040141904679091255
110,0.0003961461465176383
