Dist from origin [mm],mean of absValue [nT]
0,0.001615182138809389
5,0.0024205865047146817
10,0.001804543759831011
15,0.0009340694701260758
20,0.0005380171905543693
25,0.0004965358737894161
30,0.0005402455961737562
35,0.00033407746434048485
40,0.00044187532064504393
45,0.0005170667080162912
50,0.0005081124048369407
55,0.0004728655156549909
60,0.0004886877771057972
65,0.0005077055343005728
70,0.0005143667819636156
75,0.0004395857106911916
80,0.00040486016935376256
85,0.000506732178794862
90,0.0007218959085962953
95,0.0015329045814568754
100,0.0022710263953671494
105,0.001853452846002407
110,0.00010505400828846082
