Dist from origin [mm],mean of absValue [nT]
0,0.006820392301468953
5,0.007249436529731077
10,0.007491237001064933
15,0.007597123574462919
20,0.007870182665669093
25,0.007813970355879616
30,0.008116931954629694
35,0.008141612086846018
40,0.008128926801901123
45,0.008289513855002121
50,0.00812068713626755
55,0.008346679589058907
60,0.008447238978165792
65,0.008442837512756908
70,0.008450328952358345
75,0.008583141903857902
80,0.008503491990364574
85,0.008379477009036957
90,0.008595306884116161
95,0.00849592554990417
100,0.00851328080919971
105,0.008547184103388809
110,0.0084929194772392
115,0.008406582997000948
120,0.008118878087565487
125,0.00808136583634585
130,0.007990987298812719
135,0.007923686572826211
140,0.007715552959710058
145,0.007469455521561125
150,0.007355646990490249
155,0.0069791398956372324
160,0.0020092468709553006
165,0.00020882055284083482
170,0.00018336692593980716
