Dist from origin [mm],mean of absValue [nT]
0,0.002708986780503323
5,0.005283806038262517
10,0.00522504765617757
15,0.005290536716478836
20,0.005425829145705952
25,0.005878054421750367
30,0.005955287297411173
35,0.0058535515354204695
40,0.005577706215341472
45,0.005836042933275246
50,0.005946774501497461
55,0.005814249426112367
60,0.00596301238694178
65,0.006150796229828383
70,0.006046331700977549
75,0.005900317966575462
80,0.005977754313749588
85,0.00560662296151946
90,0.005573670630681982
95,0.005495470652805916
100,0.0041759748217616655
105,0.00047604812832565476
110,0.0003000941897021672
