Dist from origin [mm],mean of absValue [nT]
0,0.0017257189746156191
5,0.0038807314696490663
10,0.0036738198781532086
15,0.003291196608783628
20,0.0030120719571476696
25,0.002869608751803265
30,0.0027574513799578596
35,0.00259819335210023
40,0.002187695046528351
45,0.00203236824683139
50,0.0019519915230849399
55,0.0019158321573060544
60,0.0017554219746307859
65,0.0016288807320420347
70,0.0015629239026023329
75,0.0014075444575066117
80,0.0014949236644875741
85,0.0014850746036835672
90,0.0016141643911818278
95,0.0013084058136149151
100,0.0014982539471841943
105,0.0018046271875242718
110,0.0016057509483623801
115,0.0019443519010794118
120,0.002133479720085115
125,0.0021120531661385105
130,0.0024583783528213
135,0.0025559871290558854
140,0.0028232549462908533
145,0.0031979955148706365
150,0.0036117883824905994
155,0.003990502400926106
160,0.002964126242170264
165,0.0005084678952597531
