Dist from origin [mm],mean of absValue [nT]
0,0.004952710957620762
5,0.008076355223579199
10,0.008469668229876789
15,0.009081399890999925
20,0.009063349172638685
25,0.0092114096797157
30,0.009215842087454268
35,0.009267684596247739
40,0.009214161498916002
45,0.00934212168417
50,0.009248445310080957
55,0.008972217745953161
60,0.008940795477518153
65,0.009247034932614378
70,0.009096792088718492
75,0.009235823831659823
80,0.008863331578108773
85,0.008928854119535338
90,0.009261217125490454
95,0.009117119629166684
100,0.008980871485414802
105,0.009319318622420998
110,0.009252952087843649
115,0.009301299193518053
120,0.009439609283081659
125,0.009362252650299633
130,0.009338346359308356
135,0.00929015122048582
140,0.009091637520873408
145,0.00908064482817036
150,0.00862312036015995
155,0.00820390029148016
160,0.006405384913288694
165,0.0002784425012378699
170,0.0001450741040714117
