Dist from origin [mm],mean of absValue [nT]
0,0.004537319676698311
5,0.009153432296196478
10,0.008955406061496996
15,0.00882194527417443
20,0.008716721412764868
25,0.008391275491092908
30,0.0082815536987112
35,0.00829112907806849
40,0.00818422786401425
45,0.008222506512936135
50,0.0082947663940746
55,0.008315627572459135
60,0.008384623731601704
65,0.008334929856685984
70,0.008492949964340918
75,0.008685397678873573
80,0.008726041608962204
85,0.008832628164046154
90,0.009250000774884014
95,0.00927939616092245
100,0.009209727429539325
105,0.0025894609220016673
110,0.00022702767018782424
