Dist from origin [mm],mean of absValue [nT]
0,0.0054099862263279905
5,0.010513976002069075
10,0.00957730139325893
15,0.008544410253247191
20,0.007879693035033752
25,0.007161587736964198
30,0.006823424690756241
35,0.00646566199177752
40,0.0061963800977849525
45,0.005964594352746597
50,0.0058059328382074294
55,0.005697560702786844
60,0.005716915429600814
65,0.005646988775631227
70,0.005573711851611076
75,0.005785630385499477
80,0.005609541150951982
85,0.00555376214727829
90,0.005708782664904374
95,0.005506807000704313
100,0.005449390867837062
105,0.005734387919781571
110,0.0058047858565546465
115,0.005949973911122056
120,0.006218624528400438
125,0.006120694494850836
130,0.006514521840603929
135,0.0067018867608509385
140,0.007124883364974851
145,0.0075183652049953175
150,0.008437391758153452
155,0.009117735369317514
160,0.010189231283885124
165,0.005355162372200723
170,0.0002975542761423858
