Dist from origin [mm],mean of absValue [nT]
0,0.0026085946743780557
5,0.0048122649530509655
10,0.005068209370163293
15,0.005427038460495336
20,0.005362504304399316
25,0.005584636171575179
30,0.005923818938520166
35,0.005749762397653655
40,0.005792318324567932
45,0.005701094575690999
50,0.005895645731988538
55,0.00616997332787532
60,0.005893051137073917
65,0.0060659065191810595
70,0.005983595356857634
75,0.005788059697067656
80,0.0059079113014276555
85,0.005851256813745526
90,0.005659391865637814
95,0.0057149350184633905
100,0.005325464584962215
105,0.004000788960671315
110,0.0004056713642091677
