Dist from origin [mm],mean of absValue [nT]
0,0.004353264121422833
5,0.008119837347750614
10,0.007936191837924975
15,0.007822894953287205
20,0.007690112006019295
25,0.007498800919502657
30,0.007266048524069513
35,0.006992608854965052
40,0.00703951104625643
45,0.006925465230363179
50,0.007167932167883383
55,0.007133308533649686
60,0.0070218048386790485
65,0.007210034109586441
70,0.007384751086483276
75,0.007285937866609716
80,0.007693054012532331
85,0.007602905520703592
90,0.007926462967323428
95,0.007373744177233854
100,0.006671803897992621
105,0.0015754048592227362
110,0.0003050303766282544
