Dist from origin [mm],mean of absValue [nT]
0,0.0034984681688950536
5,0.0078434527901294
10,0.008063488439396865
15,0.008263819858352409
20,0.007917122374117926
25,0.008156167460334127
30,0.008334334267820091
35,0.007927586724546373
40,0.008124089059282873
45,0.007977754080081598
50,0.008258082236467146
55,0.008530752919712585
60,0.008248749070609402
65,0.008446460370275072
70,0.008195299391145345
75,0.008144501530036376
80,0.008141542917350678
85,0.008452837576335472
90,0.008554293664947194
95,0.008496243545204247
100,0.008309280851396707
105,0.0064937767661109565
110,0.0005264725174366927
