Dist from origin [mm],mean of absValue [nT]
0,0.0051222387567273755
5,0.010997126495968698
10,0.01034689063451321
15,0.009793062503121081
20,0.008889916234126348
25,0.008449358703953153
30,0.007754696160121907
35,0.007509330963011404
40,0.007117671112430203
45,0.006946745091360062
50,0.006700017800992497
55,0.006539417296922839
60,0.0064121892612651055
65,0.006129908018662869
70,0.006357685435099072
75,0.006239896389474379
80,0.006090119922751407
85,0.005966748759480211
90,0.006092504603058521
95,0.006039549589558154
100,0.0060434963972262196
105,0.00627133749008681
110,0.006474046568662308
115,0.006553501979043472
120,0.0068252996097872476
125,0.00716247135787378
130,0.007554463729754267
135,0.007628907752985429
140,0.008350367299041187
145,0.008650056070042903
150,0.008984032209212608
155,0.010135495729004705
160,0.010749253638327369
165,0.007944074972688016
170,0.00019352951571074617
