0.000000000000000000e+00,8.081745344086288529e-01
5.000000000000000000e+00,1.451608060949842294e+00
1.000000000000000000e+01,1.430271144215591539e+00
1.500000000000000000e+01,1.385513446335018717e+00
2.000000000000000000e+01,1.406796675190436163e+00
2.500000000000000000e+01,1.428932607882846373e+00
3.000000000000000000e+01,1.449700693905582316e+00
3.500000000000000000e+01,1.379130767134349345e+00
4.000000000000000000e+01,1.470146947539308302e+00
4.500000000000000000e+01,1.451709947782717780e+00
5.000000000000000000e+01,1.449462737639333643e+00
5.500000000000000000e+01,1.470816659218213251e+00
6.000000000000000000e+01,1.463294821794457246e+00
6.500000000000000000e+01,1.408383433678150887e+00
7.000000000000000000e+01,1.437521104876181566e+00
7.500000000000000000e+01,1.424185452922063444e+00
8.000000000000000000e+01,1.519383464529436845e+00
8.500000000000000000e+01,1.469187793564048716e+00
9.000000000000000000e+01,1.437410272104881148e+00
9.500000000000000000e+01,1.406110081912430143e+00
1.000000000000000000e+02,1.375132020780786446e+00
1.050000000000000000e+02,6.817862673231895876e-01
1.100000000000000000e+02,1.146161856287518238e-01
