Dist from origin [mm],mean of absValue [nT]
0,0.011821279911134047
5,0.011800476686122136
10,0.011275161336967892
15,0.010597084158945821
20,0.010072883424852543
25,0.00968845235433211
30,0.0093932546437388
35,0.009208111133331703
40,0.008883941831528042
45,0.00851352250866593
50,0.008487924438239215
55,0.008402054562609496
60,0.008497452616729774
65,0.008103960681732499
70,0.00825754557166384
75,0.007931922282535855
80,0.008025335723135811
85,0.008069172488854292
90,0.008283467694631232
95,0.007957638972814993
100,0.00818584883330743
105,0.008406457263894154
110,0.00836701887104916
115,0.008811319326146613
120,0.008823466225613058
125,0.009400704794071346
130,0.009394710409241697
135,0.009570319091160127
140,0.010264578887369048
145,0.010676790702706877
150,0.01092484556290768
155,0.011511561814337367
160,0.007391583905521719
165,0.00024673691967053705
170,0.00038697046284209906
