Dist from origin [mm],mean of absValue [nT]
0,0.011618439870656763
5,0.011182042481839606
10,0.010766859871621995
15,0.010234765889717433
20,0.009589691025347047
25,0.00890690554144862
30,0.00869116713609286
35,0.008361878730530034
40,0.007824627554114451
45,0.007919167227200754
50,0.00750626335640138
55,0.00751532799548846
60,0.007391478735490338
65,0.007602611101963727
70,0.007367569637295194
75,0.00715042456891226
80,0.007180185397733651
85,0.007242771725353194
90,0.006989782847215987
95,0.00744052127972164
100,0.007341482344046545
105,0.00771173588376407
110,0.007610282475079608
115,0.008180633199560396
120,0.008160835402723167
125,0.008591065526685355
130,0.008825185747753029
135,0.009208246063761005
140,0.009566980949220528
145,0.010104968844848997
150,0.01088635201412882
155,0.011326807798274996
160,0.009094688169549114
165,0.0001480709732057776
170,0.00027678368578445105
