Dist from origin [mm],mean of absValue [nT]
0,0.011628107777488744
5,0.010914616898401655
10,0.01033344607672873
15,0.00988343826113684
20,0.009585036739283008
25,0.008923016677892784
30,0.008929022964385703
35,0.008820479314908652
40,0.008060361405495693
45,0.008128068027097334
50,0.008452013820170337
55,0.008341981954842335
60,0.008049180735750828
65,0.00813742271019713
70,0.007982883432717571
75,0.007877027841789277
80,0.00790456976124151
85,0.008034262123797634
90,0.008145340637797255
95,0.008128731375360845
100,0.008372810420577878
105,0.008378328406457669
110,0.008548756494977371
115,0.008698821460507843
120,0.009206353923807488
125,0.00926800662648114
130,0.009227858590480724
135,0.009945177099524452
140,0.010604013507502298
145,0.010964866647893522
150,0.01126234646589662
155,0.011916187847955792
160,0.004793705968729286
165,0.00023230826760786582
170,0.00019184021830686668
