Dist from origin [mm],mean of absValue [nT]
0,0.004092127177453016
5,0.00912763113069008
10,0.008778033908028756
15,0.008657422864468635
20,0.008462248908101615
25,0.008339728912421627
30,0.007919943334458553
35,0.00799582264919385
40,0.008048438501673744
45,0.008112792197683358
50,0.0077829964632775556
55,0.007854693101099514
60,0.007994839646383358
65,0.008054157813217047
70,0.008251471003411028
75,0.008428016898763269
80,0.008411796556814599
85,0.008413928446964022
90,0.009024773407833886
95,0.00893214253048743
100,0.008602012917322738
105,0.002511643241859812
110,0.0003636899327156709
