Dist from origin [mm],mean of absValue [nT]
0,0.004354407067702385
5,0.008464305308166773
10,0.008937307878340434
15,0.009332174238020961
20,0.009509987125121673
25,0.009608068018058039
30,0.009257210164153689
35,0.009308153105761111
40,0.009335231991667641
45,0.008908174458646558
50,0.009007594945097255
55,0.008915299607986787
60,0.008829470520974608
65,0.008790344550732071
70,0.00873912716506107
75,0.008903075959855527
80,0.008723767476874825
85,0.00893282947032846
90,0.008978150763659607
95,0.0089586334957516
100,0.009161235037912835
105,0.009151854305644703
110,0.009129266246687343
115,0.009467695467764832
120,0.009445093019325798
125,0.00959202140154029
130,0.009638564387196234
135,0.009825540332123541
140,0.009797597155707974
145,0.009837254120249932
150,0.009334813224451692
155,0.008891662033305206
160,0.007842369462586608
165,0.0009015564347821673
170,0.0005562887723949138
