Dist from origin [mm],mean of absValue [nT]
0,0.0035447239431720284
5,0.007275628898379846
10,0.007476416860058882
15,0.007927469336413742
20,0.00807031190008047
25,0.008263635819470429
30,0.008342063867022338
35,0.008766633751601126
40,0.008848278942855477
45,0.008848302677546915
50,0.008979247575251757
55,0.009237709707798929
60,0.009223771975636797
65,0.00946296575047558
70,0.009400623943106777
75,0.009432087295115505
80,0.009228408092962501
85,0.009231966326121844
90,0.009354306116090715
95,0.009418822860648851
100,0.009252016344514826
105,0.009244509482372768
110,0.009135815953993097
115,0.009054573171528607
120,0.00895847610781374
125,0.008938894063854425
130,0.008799554856450087
135,0.00848407310430272
140,0.008526022842841824
145,0.008264514754109567
150,0.008231943527189745
155,0.0077566379866887206
160,0.00659839836301222
165,0.0010673077560556096
170,0.0005128162425483295
