Dist from origin [mm],mean of absValue [nT]
0,0.004849556855969321
5,0.011268770703897766
10,0.010488010902946697
15,0.010044481280142606
20,0.008990921892811662
25,0.008579485377435804
30,0.00823031378391546
35,0.00788015905649665
40,0.007151777140123944
45,0.007067013755109177
50,0.00684665854087568
55,0.006408508451837246
60,0.006321525134223842
65,0.006174248697014976
70,0.006262218453904463
75,0.0061362350036438225
80,0.00613434885390542
85,0.006079599116126336
90,0.006010075454200938
95,0.006192923461833192
100,0.006289578154047552
105,0.006425176273396442
110,0.006701677781564279
115,0.006741688247353955
120,0.006940918200968399
125,0.007238248358045718
130,0.007531419256354438
135,0.007934490391994455
140,0.00825242888836779
145,0.008773627794047228
150,0.009314195336063596
155,0.010050857644418031
160,0.010917730597067866
165,0.0077981701345359285
170,0.0003132036452983539
