Dist from origin [mm],mean of absValue [nT]
0,0.00804345159219617
5,0.008233468990500092
10,0.008059895696422037
15,0.008277656988549
20,0.008100032730422264
25,0.007986747643785845
30,0.007718453714461011
35,0.0077983874539150734
40,0.0077534581345328375
45,0.007742093956461655
50,0.007828280865318081
55,0.007677287281754053
60,0.007833592579472973
65,0.00805087436001461
70,0.008033682030484969
75,0.008243149361105151
80,0.008092813914255039
85,0.008384294752805178
90,0.007755650018870658
95,0.0073906412826442655
100,0.0021793243151579256
105,0.00010944942356776329
110,0.0003624278189266757
