Dist from origin [mm],mean of absValue [nT]
0,0.00467173414434045
5,0.008115016378800482
10,0.008616801635029439
15,0.009143997759734535
20,0.0094092916905234
25,0.009403264379201718
30,0.009240836104005027
35,0.00946283751607153
40,0.009679985743739785
45,0.009593733492681012
50,0.009610843718229239
55,0.009569131269381215
60,0.009698059835177504
65,0.009560344336125685
70,0.009521017293882219
75,0.009447377795351009
80,0.009362256237031416
85,0.009348583362644214
90,0.009624625437810523
95,0.00970057477232726
100,0.009713805285280047
105,0.009821208800316067
110,0.009731124557863423
115,0.00991039236254077
120,0.009813755834495777
125,0.009830834103222379
130,0.009617349327115691
135,0.009828200840360993
140,0.00973784317840455
145,0.009528618673402442
150,0.009030871745286542
155,0.008420568658055495
160,0.00638242906679998
165,0.00021173029420508006
170,0.0002671912807410216
