Dist from origin [mm],mean of absValue [nT]
0,0.003136462683743601
5,0.005872503172679726
10,0.005372628593612927
15,0.0050464052350509
20,0.0048104558512549805
25,0.0045186640509755184
30,0.004549158181481466
35,0.0046589899862699785
40,0.004457136605818506
45,0.004307948338744568
50,0.004335738459608826
55,0.004314198510554695
60,0.004267102753711765
65,0.0042176033398739245
70,0.004381158450600493
75,0.004251825857656565
80,0.004704737070735436
85,0.005042168259274663
90,0.0051941405141975065
95,0.005317561576651829
100,0.005606405121122743
105,0.002220852559170589
110,0.0002976194251866128
