Dist from origin [mm],mean of absValue [nT]
0,0.002960378112123878
5,0.005113456122589231
10,0.005343361197553444
15,0.005298118440558698
20,0.005493184735895623
25,0.005906259998175276
30,0.005894448781060557
35,0.005572645372826452
40,0.005331886524204389
45,0.005866753231061621
50,0.005730244300191413
55,0.005994127421664122
60,0.005768163622733587
65,0.005883169474916654
70,0.005763368887891269
75,0.005832617152686862
80,0.005859223365119913
85,0.005450572609594285
90,0.005498044363039367
95,0.005367128830208483
100,0.0037036956068721674
105,0.0003540938938545618
110,0.000518750155339601
