Dist from origin [mm],mean of absValue [nT]
0,0.005095218957364922
5,0.01116695879751123
10,0.010635178324573774
15,0.009735923295165833
20,0.008971624709138178
25,0.008514272041194086
30,0.007902115507730048
35,0.007534112230330351
40,0.007372208623811181
45,0.007174028419623761
50,0.0066922625721729705
55,0.006697742819685185
60,0.00683312835978435
65,0.006405375594516406
70,0.006248260920595217
75,0.006238603044912115
80,0.006089734948740357
85,0.006365288488099928
90,0.005973854901656861
95,0.006415032227127713
100,0.0062194684452342025
105,0.006419677895194697
110,0.0064761528438534366
115,0.006789375468414872
120,0.006888187735437749
125,0.007132877587224212
130,0.007634076279999488
135,0.007699787844834087
140,0.008314465697079646
145,0.008793699943469041
150,0.009413763772307163
155,0.010090412468364151
160,0.010999177289636222
165,0.006482673787536212
170,0.00024606417606234525
