Dist from origin [mm],mean of absValue [nT]
0,0.0024766997723328263
5,0.004732995309843138
10,0.004786996337634966
15,0.004678581726521966
20,0.004731643647152373
25,0.00508902612194527
30,0.005118208194428318
35,0.004844838078047336
40,0.004566216866854667
45,0.0048609344982463954
50,0.004998991892078377
55,0.005061586155455263
60,0.004942464076711227
65,0.004969648105301243
70,0.005042740591218246
75,0.005143065458852072
80,0.005150344871431183
85,0.005024893368617547
90,0.005130922638352072
95,0.004849834341097721
100,0.003903133769924258
105,0.00017537420507055521
110,0.0002427859730415145
