Dist from origin [mm],mean of absValue [nT]
0,0.008099970933302553
5,0.007952382986745873
10,0.007802613351266987
15,0.007983244030083768
20,0.007606948719033617
25,0.007455442960654722
30,0.00740390386370967
35,0.007348276757514112
40,0.007177730366916044
45,0.007313271284778118
50,0.007313085597186805
55,0.007093496447458723
60,0.007457339018743466
65,0.00746513402090157
70,0.007581476020447217
75,0.007943438846365393
80,0.00779912703052624
85,0.007945746833283933
90,0.007579964222547488
95,0.00700776357766891
100,0.0019322644496328918
105,0.00021244640881692045
110,0.00021749000723059504
