Dist from origin [mm],mean of absValue [nT]
0,0.012175723736613166
5,0.011317890869980746
10,0.010871530525756195
15,0.01057370130806034
20,0.010112373609173777
25,0.009516094143723295
30,0.009470468734409503
35,0.009838114801993881
40,0.008751382336742526
45,0.008853017880951752
50,0.009169211329341244
55,0.008846978123331321
60,0.008930686781047399
65,0.008759322739862461
70,0.00867077994572372
75,0.008654861672441755
80,0.008637809976730382
85,0.00874480840745479
90,0.008717754246017508
95,0.009014080109372127
100,0.00893692289901472
105,0.00907579622666674
110,0.009275419768371726
115,0.00949549958015772
120,0.009793254568169296
125,0.009932458896823057
130,0.01002076790650591
135,0.010624265861213886
140,0.010968470514440193
145,0.0114511922271283
150,0.011815844675555567
155,0.012355582852189408
160,0.004947435113941796
165,0.00032093639865079317
170,0.0002868038117590792
