Dist from origin [mm],mean of absValue [nT]
0,0.0044975816810524614
5,0.007945109495193697
10,0.008510237710940536
15,0.0087813549889444
20,0.009060072798376808
25,0.008962332810152797
30,0.00897906329844469
35,0.009253794755796296
40,0.009195295133468182
45,0.00898741003441292
50,0.009176459646500277
55,0.008857021881345146
60,0.008856056848158884
65,0.008890224577571776
70,0.009015283361309098
75,0.008825019731915065
80,0.008928905606936727
85,0.00899566699956011
90,0.008941114430973054
95,0.009230630684193242
100,0.00925303625273985
105,0.009097485614569701
110,0.00945523865024877
115,0.009263459961554102
120,0.009328410232930682
125,0.009575631506297033
130,0.00935121531086462
135,0.00955558225538046
140,0.009446034380782916
145,0.00911522355926967
150,0.008699838605898177
155,0.008394178603573183
160,0.007439614022511609
165,0.0010236973502595142
170,0.000254072736046132
