Dist from origin [mm],mean of absValue [nT]
0,0.004044710730362156
5,0.006759709757846459
10,0.006160060044044141
15,0.005508122939813706
20,0.005188139532060509
25,0.005105739202021072
30,0.004610650319786091
35,0.00464641673441542
40,0.004651109805111562
45,0.004707256951612342
50,0.004543409499154572
55,0.00461218083848802
60,0.004678775296056602
65,0.004521901153204872
70,0.0048586783968175016
75,0.004948179411603349
80,0.005254197137194189
85,0.005350908517081193
90,0.005759362012429912
95,0.006035829623465608
100,0.006320441841273563
105,0.002557423427747516
110,0.0002813156647167015
