0.000000000000000000e+00,2.360937948154699484e+00
5.000000000000000000e+00,3.945709928280175749e+00
1.000000000000000000e+01,3.595688416410713018e+00
1.500000000000000000e+01,3.215146233842838264e+00
2.000000000000000000e+01,3.028368730949142051e+00
2.500000000000000000e+01,2.980270837403820927e+00
3.000000000000000000e+01,2.691282524592288450e+00
3.500000000000000000e+01,2.712159737129131276e+00
4.000000000000000000e+01,2.714899129248503407e+00
4.500000000000000000e+01,2.747672778018788620e+00
5.000000000000000000e+01,2.652033387712775969e+00
5.500000000000000000e+01,2.692175903606174536e+00
6.000000000000000000e+01,2.731047751926552358e+00
6.500000000000000000e+01,2.639478751908168164e+00
7.000000000000000000e+01,2.836058984099162128e+00
7.500000000000000000e+01,2.888301618070502563e+00
8.000000000000000000e+01,3.066927213154953424e+00
8.500000000000000000e+01,3.123378609068052203e+00
9.000000000000000000e+01,3.361796983461633026e+00
9.500000000000000000e+01,3.523173882291529502e+00
1.000000000000000000e+02,3.689304869233853257e+00
1.050000000000000000e+02,1.492793532735122053e+00
1.100000000000000000e+02,1.642067560615283472e-01
