Dist from origin [mm],mean of absValue [nT]
0,0.003563852790846508
5,0.00655174746694575
10,0.006865464956178797
15,0.007197514977104247
20,0.007180469052249622
25,0.007424281803653694
30,0.007356721532288039
35,0.007531718655775728
40,0.007758748849240315
45,0.007643601232162918
50,0.007755893342437206
55,0.0077431932539137474
60,0.00753507351508658
65,0.007594853974496691
70,0.007465469033294284
75,0.00727319232997482
80,0.00717462341352378
85,0.0070482365501666755
90,0.006598547939415966
95,0.006327242370435238
100,0.005750148308320363
105,0.003256162141648956
110,0.00034342027900231397
