Dist from origin [mm],mean of absValue [nT]
0,0.003771866089270737
5,0.008072843784387891
10,0.007548061532065491
15,0.007361779556040734
20,0.007382769206642288
25,0.006979235069292595
30,0.006947561464007973
35,0.006746068169239758
40,0.006826453274520333
45,0.0067508450353154495
50,0.006530446482417146
55,0.006856035904707572
60,0.006774121065312728
65,0.006706140037911095
70,0.0069278809907273335
75,0.0067645471918609465
80,0.007082848199439444
85,0.0073321597426837
90,0.007298264415563316
95,0.007481707359267262
100,0.007550856672812169
105,0.00445393975148489
110,0.00036006325722145034
