Dist from origin [mm],mean of absValue [nT]
0,0.002904848586239888
5,0.0056901573101852876
10,0.00613654338287944
15,0.006035327319301024
20,0.006010565992593689
25,0.006290888281838215
30,0.006708405437495892
35,0.0067643084178062194
40,0.006691395697786001
45,0.006775765081173138
50,0.00681507394061414
55,0.006662231817809718
60,0.006794873287296441
65,0.006648015320702916
70,0.006673101825598292
75,0.006208627104500735
80,0.006301364704536089
85,0.006215759572126625
90,0.005887955885809839
95,0.005804143710041392
100,0.005472069201084259
105,0.00397605785996192
110,0.0005813779219353378
