Dist from origin [mm],mean of absValue [nT]
0,0.00426985209379694
5,0.00807248439198764
10,0.006856223759534183
15,0.006132078728811152
20,0.00556970839327929
25,0.005342311240353138
30,0.005086662758763083
35,0.0051798308170700165
40,0.004922352181544091
45,0.0048736634002476825
50,0.004807830678656079
55,0.004635082287719121
60,0.005031390539585013
65,0.004737353390575579
70,0.004889930649131386
75,0.00469385746789588
80,0.004743540882503455
85,0.004633838925212712
90,0.004839078496940902
95,0.004703603314817847
100,0.004834238349294977
105,0.0048653583762967925
110,0.0048969331714038165
115,0.004917973939021908
120,0.004909701447191816
125,0.004990937975289434
130,0.005016336884791625
135,0.005307128223054625
140,0.005327953336163998
145,0.005731130586395476
150,0.006068904102337462
155,0.007088690046107527
160,0.008163901763041928
165,0.005387051653791314
170,0.0003341302200287233
