Dist from origin [mm],mean of absValue [nT]
0,0.0023642794851238356
5,0.0031385382220495907
10,0.0015018003557586781
15,0.0010064349726720172
20,0.000850365514770207
25,0.0009454628323624821
30,0.0009676668266593509
35,0.0011621436847097585
40,0.001227817694740085
45,0.0010240187255333402
50,0.001212741954877864
55,0.001094282587876406
60,0.0013009691652073872
65,0.0012684842115817977
70,0.0013834740233803907
75,0.0011691776280825128
80,0.0013263347664210163
85,0.0011216688315295565
90,0.0012571544496065238
95,0.0011820476473375825
100,0.0012299284820553934
105,0.0012883502351424662
110,0.0011412696868360345
115,0.0012196138745342226
120,0.0010109900643461207
125,0.001042566252989188
130,0.001041989839765706
135,0.0010624290077943235
140,0.0006526883704404407
145,0.0008853902938849636
150,0.0013169951241375005
155,0.0028817699322473285
160,0.0030643005104776188
165,0.00022706016865080077
