Dist from origin [mm],mean of absValue [nT]
0,0.005095646687288606
5,0.008431026291622828
10,0.007767816807907779
15,0.0075468949487736406
20,0.007350459385497017
25,0.006942352932848491
30,0.00682205711566921
35,0.006673889480614401
40,0.006692378156852463
45,0.006440740725517725
50,0.006424038327198951
55,0.006491946225897408
60,0.006580769909599965
65,0.006674796631398226
70,0.00696484537425581
75,0.007007945401391181
80,0.007275983493927001
85,0.007363935848693621
90,0.008035304337029574
95,0.008243111311641096
100,0.008185972642230666
105,0.001784185823355472
110,0.00023753695968421114
