Dist from origin [mm],mean of absValue [nT]
0,0.003991902080393662
5,0.008268888812052818
10,0.007044971375772909
15,0.00616505385823798
20,0.005473264895260259
25,0.005251930665069846
30,0.005014073222016244
35,0.004896961211483874
40,0.004890584026577706
45,0.004887577122842034
50,0.004832748847262985
55,0.004759705660411231
60,0.004802018903902709
65,0.00488175853933634
70,0.004750359755298209
75,0.0049220183823292666
80,0.004542317016775769
85,0.004743627704945868
90,0.004721879753187654
95,0.00483189078036985
100,0.004705827715364492
105,0.004867241801167339
110,0.004863246854612472
115,0.004774465656996275
120,0.004917839864460707
125,0.004715221994402232
130,0.005156345725153305
135,0.00508464188177998
140,0.005244020287082933
145,0.00562678744564877
150,0.006027439022261918
155,0.007078537538047537
160,0.008405381084770966
165,0.004632929828486068
170,0.00037644389857791695
