Dist from origin [mm],mean of absValue [nT]
0,0.005214510450003652
5,0.009295643249723007
10,0.008160642297427691
15,0.007364066592243219
20,0.006604799068447854
25,0.006105765624283602
30,0.005814451191983334
35,0.005573412383262966
40,0.005554198902854555
45,0.005454178240227296
50,0.005424352707764255
55,0.005181657004727876
60,0.0053184308381995435
65,0.005185744980013122
70,0.00529567753149895
75,0.005296029458700954
80,0.005087735856664614
85,0.0051863476922044405
90,0.005069761291306714
95,0.00516190023522921
100,0.005327890080674947
105,0.005377018743489475
110,0.005149423837359778
115,0.005430924639202407
120,0.005299349657210094
125,0.005464700922130562
130,0.005592572898675021
135,0.005794888910252579
140,0.006295327957620098
145,0.006654413363831178
150,0.007233008256936954
155,0.008071528390574723
160,0.009249260852749302
165,0.0061281091995061725
170,0.00019594189554457184
