Dist from origin [mm],mean of absValue [nT]
0,0.0024302398682622328
5,0.004365091490283753
10,0.004300929822839837
15,0.004166340155422766
20,0.004230340379492722
25,0.004296904746297015
30,0.004359355898233996
35,0.004147146972763101
40,0.004420839276664922
45,0.004365397871433818
50,0.0043586403463568716
55,0.00442285314861092
60,0.004400234433950261
65,0.004235111878190054
70,0.00432273098421099
75,0.004282629704514171
80,0.004568897080356222
85,0.004417955030587825
90,0.0043223977019705125
95,0.004228275743344899
100,0.004135122450339108
105,0.0020501811155122893
110,0.0003446592437696134
