Dist from origin [mm],mean of absValue [nT]
0,0.0025785043622837704
5,0.004828361771405869
10,0.00459190392056695
15,0.004196106063674316
20,0.003998691095059776
25,0.0034743394059593875
30,0.0037132408992864158
35,0.0033215716297257327
40,0.0030847431837844616
45,0.0029040793253906176
50,0.0026505877057683837
55,0.00254047033098544
60,0.0024636218741241013
65,0.00234014174614322
70,0.0022879321590018936
75,0.002128080154407845
80,0.0022782194439748766
85,0.002180167278777507
90,0.0022906679482765325
95,0.002039147697834695
100,0.002163709696487127
105,0.0023837424675199536
110,0.002486358791181753
115,0.002740956419608466
120,0.002917789895253326
125,0.0029682798063187976
130,0.0032050830476532074
135,0.0034952742440659567
140,0.003605636187721535
145,0.003937515334601294
150,0.004420965415615005
155,0.004831243248630903
160,0.0038414420025186086
165,0.000438565307709158
